Collective	Pathway	KO	Abbrev.	Gene_description
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K10977	aksA	 methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K16792	aksD	 methanogen homoaconitase large subunit [EC:4.2.1.114]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K16793	aksE	 methanogen homoaconitase small subunit [EC:4.2.1.114]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K10978	aksF	 methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05826	lysW	 alpha-aminoadipate/glutamate carrier protein LysW
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05827	lysX	 [lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05828	lysZ, argB	 [amino group carrier protein]-L-2-aminoadipate 6-kinase [EC:2.7.2.17]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05829	lysY, argC	 LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.103 1.2.1.106]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05830	lysJ, argD	 LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.118 2.6.1.-]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K05831	lysK, argE	 [amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K01928	murE	 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K01929	murF	 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K15792	murEF	 MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K01798	alr-murF	 Alr-MurF fusion protein [EC:5.1.1.1 6.3.2.10]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K16180	pylB	 methylornithine synthase [EC:5.4.99.58]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K16181	pylC	 3-methylornithine--L-lysine ligase [EC:6.3.2.59]
09105 Amino acid metabolism	00300 Lysine biosynthesis [PATH:ko00300]	K16182	pylD	 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00658	DLST, sucB	 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00382	DLD, lpd, pdhD	 dihydrolipoamide dehydrogenase [EC:1.8.1.4]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00252	GCDH, gcdH	 glutaryl-CoA dehydrogenase [EC:1.3.8.6]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01692	paaF, echA	 enoyl-CoA hydratase [EC:4.2.1.17]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01825	fadB	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01782	fadJ	 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00626	ACAT, atoB	 acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00468	davB	 lysine 2-monooxygenase [EC:1.13.12.2]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01506	davA	 5-aminopentanamidase [EC:3.5.1.30]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01582	E4.1.1.18, ldcC, cadA	 lysine decarboxylase [EC:4.1.1.18]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K23385	dokD	 D-ornithine/D-lysine decarboxylase [EC:4.1.1.116]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K09251	patA	 putrescine aminotransferase [EC:2.6.1.82]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00137	prr	 aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K14268	davT, gabT	 5-aminovalerate/4-aminobutyrate aminotransferase [EC:2.6.1.48 2.6.1.19]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K07250	gabT	 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00135	gabD	 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K15737	csiD	 glutarate dioxygenase [EC:1.14.11.64]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K15736	lhgO	 (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01843	kamA	 lysine 2,3-aminomutase [EC:5.4.3.2]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01844	kamD	 beta-lysine 5,6-aminomutase alpha subunit [EC:5.4.3.3]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K18011	kamE	 beta-lysine 5,6-aminomutase beta subunit [EC:5.4.3.3]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K18012	kdd	 L-erythro-3,5-diaminohexanoate dehydrogenase [EC:1.4.1.11]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K18013	kce	 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K18014	kal	 3-aminobutyryl-CoA ammonia-lyase [EC:4.3.1.14]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01034	atoD	 acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K01035	atoA	 acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K21672	ord	 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K00824	dat	 D-alanine transaminase [EC:2.6.1.21]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K13609	dpkA, lhpD	 delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]
09105 Amino acid metabolism	00310 Lysine degradation [PATH:ko00310]	K19743	lhpI	 1-piperideine-2-carboxylate/1-pyrroline-2-carboxylate reductase [NAD(P)H] [EC:1.5.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00611	OTC, argF, argI	 ornithine carbamoyltransferase [EC:2.1.3.3]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K09065	argF	 N-acetylornithine carbamoyltransferase [EC:2.1.3.9]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01940	argG, ASS1	 argininosuccinate synthase [EC:6.3.4.5]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01755	argH, ASL	 argininosuccinate lyase [EC:4.3.2.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K14681	argHA	 argininosuccinate lyase / amino-acid N-acetyltransferase [EC:4.3.2.1 2.3.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01476	E3.5.3.1, rocF, arg	 arginase [EC:3.5.3.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01457	atzF	 allophanate hydrolase [EC:3.5.1.54]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01428	ureC	 urease subunit alpha [EC:3.5.1.5]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01429	ureB	 urease subunit beta [EC:3.5.1.5]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01430	ureA	 urease subunit gamma [EC:3.5.1.5]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K14048	ureAB	 urease subunit gamma/beta [EC:3.5.1.5]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01478	arcA	 arginine deiminase [EC:3.5.3.6]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00491	nos	 nitric-oxide synthase, bacterial [EC:1.14.14.47]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01425	glsA, GLS	 glutaminase [EC:3.5.1.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K23265	purQ	 phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05597	aspQ, ansB, ansA	 glutamin-(asparagin-)ase [EC:3.5.1.38]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01915	glnA, GLUL	 glutamine synthetase [EC:6.3.1.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00260	gudB, rocG	 glutamate dehydrogenase [EC:1.4.1.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00261	GLUD1_2, gdhA	 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00262	E1.4.1.4, gdhA	 glutamate dehydrogenase (NADP+) [EC:1.4.1.4]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00926	arcC	 carbamate kinase [EC:2.7.2.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00812	aspB	 aspartate aminotransferase [EC:2.6.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00813	aspC	 aspartate aminotransferase [EC:2.6.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K11358	yhdR	 aspartate aminotransferase [EC:2.6.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K14260	alaA	 alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00619	argA	 amino-acid N-acetyltransferase [EC:2.3.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K14682	argAB	 amino-acid N-acetyltransferase [EC:2.3.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00620	argJ	 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K22477	argO	 N-acetylglutamate synthase [EC:2.3.1.1]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00930	argB	 acetylglutamate kinase [EC:2.7.2.8]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00145	argC	 N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00818	E2.6.1.11, argD	 acetylornithine aminotransferase [EC:2.6.1.11]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K00821	argD	 acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K01438	argE	 acetylornithine deacetylase [EC:3.5.1.16]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05826	lysW	 alpha-aminoadipate/glutamate carrier protein LysW
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K19412	argX	 glutamate---[amino group carrier protein] ligase [EC:6.3.2.60]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05828	lysZ, argB	 [amino group carrier protein]-L-2-aminoadipate 6-kinase [EC:2.7.2.17]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05829	lysY, argC	 LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.103 1.2.1.106]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05830	lysJ, argD	 LysW-gamma-L-lysine/LysW-L-ornithine aminotransferase [EC:2.6.1.118 2.6.1.-]
09105 Amino acid metabolism	00220 Arginine biosynthesis [PATH:ko00220]	K05831	lysK, argE	 [amino group carrier protein]-lysine/ornithine hydrolase [EC:3.5.1.130 3.5.1.132]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01485	codA	 cytosine/creatinine deaminase [EC:3.5.4.1 3.5.4.21]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01473	hyuA	 N-methylhydantoinase A [EC:3.5.2.14]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01474	hyuB	 N-methylhydantoinase B [EC:3.5.2.14]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01584	adiA	 arginine decarboxylase [EC:4.1.1.19]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01585	speA	 arginine decarboxylase [EC:4.1.1.19]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K02626	pdaD	 arginine decarboxylase [EC:4.1.1.19]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01480	speB	 agmatinase [EC:3.5.3.11]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K10536	aguA	 agmatine deiminase [EC:3.5.3.12]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12251	aguB	 N-carbamoylputrescine amidase [EC:3.5.1.53]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01581	E4.1.1.17, ODC1, speC, speF	 ornithine decarboxylase [EC:4.1.1.17]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00797	speE, SRM, SPE3	 spermidine synthase [EC:2.5.1.16]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01611	speD, AMD1	 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K13746	cansdh	 carboxynorspermidine synthase [EC:1.5.1.43]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K13747	nspC	 carboxynorspermidine decarboxylase [EC:4.1.1.96]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K09251	patA	 putrescine aminotransferase [EC:2.6.1.82]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12256	spuC	 putrescine---pyruvate transaminase [EC:2.6.1.113]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K03343	puo	 putrescine oxidase [EC:1.4.3.10]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00316	spdH	 spermidine dehydrogenase [EC:1.5.99.6]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00137	prr	 aminobutyraldehyde dehydrogenase [EC:1.2.1.19]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12254	kauB	 4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00657	speG, SAT	 diamine N-acetyltransferase [EC:2.3.1.57]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00274	MAO, aofH	 monoamine oxidase [EC:1.4.3.4]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12252	aruH	 arginine:pyruvate transaminase [EC:2.6.1.84]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12253	aruI	 5-guanidino-2-oxopentanoate decarboxylase [EC:4.1.1.75]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K12255	gbuA	 guanidinobutyrase [EC:3.5.3.7]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01426	E3.5.1.4, amiE	 amidase [EC:3.5.1.4]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00673	astA	 arginine N-succinyltransferase [EC:2.3.1.109]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01484	astB	 succinylarginine dihydrolase [EC:3.5.3.23]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00840	astC	 succinylornithine aminotransferase [EC:2.6.1.81]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K06447	astD	 succinylglutamic semialdehyde dehydrogenase [EC:1.2.1.71]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K05526	astE	 succinylglutamate desuccinylase [EC:3.5.1.96]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K09470	puuA	 gamma-glutamylputrescine synthase [EC:6.3.1.11]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K09471	puuB, ordL	 gamma-glutamylputrescine oxidase [EC:1.4.3.-]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K09472	puuC, aldH	 4-(gamma-glutamylamino)butanal dehydrogenase [EC:1.2.1.99]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K09473	puuD	 gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00296	nos	 D-nopaline dehydrogenase [EC:1.5.1.19]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K24952	noxA	 nopaline oxidase subunit A
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K24953	noxB	 nopaline oxidase subunit B
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K24954	ooxA	 octopine oxidase subunit A
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K24955	ooxB	 octopine oxidase subunit B
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00491	nos	 nitric-oxide synthase, bacterial [EC:1.14.14.47]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01476	E3.5.3.1, rocF, arg	 arginase [EC:3.5.3.1]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00819	rocD, OAT	 ornithine--oxo-acid transaminase [EC:2.6.1.13]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00286	proC	 pyrroline-5-carboxylate reductase [EC:1.5.1.2]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00318	PRODH, fadM, putB	 proline dehydrogenase [EC:1.5.5.2]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K13821	putA	 RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01750	E4.3.1.12, ocd	 ornithine cyclodeaminase [EC:4.3.1.12]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00931	proB	 glutamate 5-kinase [EC:2.7.2.11]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00147	proA	 glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K01259	pip	 proline iminopeptidase [EC:3.4.11.5]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K23121	pflD	 trans-4-hydroxy-L-proline dehydratase [EC:4.2.1.172]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00812	aspB	 aspartate aminotransferase [EC:2.6.1.1]
09105 Amino acid metabolism	00330 Arginine and proline metabolism [PATH:ko00330]	K00813	aspC	 aspartate aminotransferase [EC:2.6.1.1]
